,visit_date,Fukuoka-ken_visitors,Hiroshima-ken_visitors,Hokkaid身_visitors,Hy身go-ken_visitors,Kanagawa-ken_visitors,Miyagi-ken_visitors,Niigata-ken_visitors,None_visitors,Osaka_visitors,Saitama-ken_visitors,Shizuoka-ken_visitors,T身ky身-to_visitors,?saka-fu_visitors
450,2017-03-26,1424.0,735.0,828.0,1352.0,121.0,492.0,420.0,131.0,529.0,26.0,559.0,7217,1674.0
451,2017-03-27,1463.0,664.0,1449.0,1060.0,221.0,556.0,579.0,359.0,490.0,35.0,498.0,7135,1740.0
452,2017-03-28,1511.0,1038.0,1345.0,1098.0,127.0,552.0,554.0,399.0,519.0,39.0,754.0,8707,1728.0
453,2017-03-29,1928.0,971.0,1403.0,1981.0,360.0,681.0,848.0,501.0,705.0,14.0,1049.0,11716,2190.0
454,2017-03-30,1504.0,1057.0,1100.0,1123.0,211.0,540.0,486.0,324.0,838.0,33.0,624.0,10737,1769.0
455,2017-03-31,3116.0,1671.0,2581.0,2930.0,687.0,1196.0,861.0,887.0,1090.0,77.0,1565.0,19594,3842.0
456,2017-04-01,2045.0,1561.0,2050.0,1499.0,226.0,681.0,932.0,233.0,525.0,66.0,1334.0,7874,2017.0
457,2017-04-02,725.0,502.0,578.0,972.0,61.0,231.0,214.0,187.0,266.0,25.0,342.0,3586,920.0
458,2017-04-03,934.0,472.0,873.0,673.0,132.0,406.0,301.0,302.0,225.0,3.0,292.0,5503,1246.0
459,2017-04-04,643.0,387.0,767.0,575.0,136.0,296.0,235.0,151.0,216.0,16.0,255.0,4331,1132.0
460,2017-04-05,1032.0,523.0,682.0,777.0,51.0,296.0,208.0,233.0,254.0,10.0,321.0,5605,1115.0
461,2017-04-06,884.0,374.0,778.0,673.0,58.0,319.0,252.0,260.0,508.0,3.0,375.0,5399,1255.0
462,2017-04-07,2566.0,1422.0,2699.0,2088.0,550.0,977.0,1065.0,509.0,776.0,34.0,1475.0,12897,2906.0
463,2017-04-08,2282.0,1640.0,2135.0,1568.0,257.0,575.0,848.0,330.0,755.0,28.0,1521.0,7993,1953.0
464,2017-04-09,755.0,362.0,548.0,792.0,42.0,167.0,228.0,202.0,345.0,22.0,386.0,4586,1032.0
465,2017-04-10,615.0,359.0,508.0,595.0,27.0,322.0,306.0,228.0,303.0,4.0,309.0,4064,946.0
466,2017-04-11,731.0,457.0,585.0,653.0,142.0,264.0,185.0,258.0,207.0,4.0,446.0,4203,1017.0
467,2017-04-12,986.0,693.0,766.0,839.0,229.0,466.0,293.0,291.0,336.0,14.0,497.0,6537,1218.0
468,2017-04-13,852.0,640.0,739.0,887.0,114.0,408.0,254.0,152.0,392.0,6.0,406.0,6482,1153.0
469,2017-04-14,3253.0,2565.0,2692.0,2678.0,426.0,1249.0,1018.0,880.0,1082.0,35.0,2123.0,16145,3606.0
470,2017-04-15,2658.0,1965.0,2673.0,1968.0,218.0,924.0,923.0,305.0,724.0,76.0,2018.0,9399,2312.0
471,2017-04-16,857.0,544.0,543.0,969.0,95.0,306.0,291.0,143.0,397.0,9.0,390.0,4529,1238.0
472,2017-04-17,815.0,404.0,625.0,601.0,125.0,260.0,234.0,164.0,209.0,9.0,337.0,3950,1081.0
473,2017-04-18,899.0,546.0,979.0,675.0,90.0,261.0,387.0,318.0,260.0,38.0,467.0,5169,1094.0
474,2017-04-19,1170.0,793.0,1068.0,1037.0,143.0,515.0,349.0,312.0,441.0,29.0,597.0,7472,1445.0
475,2017-04-20,1214.0,561.0,876.0,738.0,262.0,411.0,319.0,171.0,484.0,23.0,568.0,6637,1751.0
476,2017-04-21,3434.0,2033.0,3400.0,3648.0,507.0,1402.0,1418.0,642.0,1349.0,29.0,1965.0,17859,4076.0
477,2017-04-22,3125.0,2089.0,2477.0,2071.0,196.0,1332.0,1136.0,277.0,768.0,30.0,1929.0,10628,2767.0
478,2017-04-23,811.0,590.0,430.0,963.0,64.0,183.0,282.0,107.0,332.0,53.0,393.0,3937,1352.0
479,2017-04-24,700.0,478.0,615.0,578.0,164.0,296.0,224.0,152.0,173.0,,255.0,4278,754.0
480,2017-04-25,863.0,291.0,613.0,524.0,54.0,298.0,250.0,276.0,312.0,12.0,324.0,4083,731.0
481,2017-04-26,772.0,529.0,525.0,753.0,174.0,242.0,268.0,212.0,233.0,,390.0,5786,1194.0
482,2017-04-27,734.0,295.0,604.0,825.0,172.0,278.0,242.0,225.0,224.0,27.0,183.0,4235,1074.0
483,2017-04-28,2378.0,1181.0,1785.0,1985.0,198.0,607.0,1033.0,535.0,637.0,114.0,1161.0,9032,2386.0
484,2017-04-29,1234.0,738.0,788.0,859.0,92.0,323.0,522.0,151.0,360.0,32.0,836.0,3583,1294.0
485,2017-04-30,306.0,301.0,189.0,371.0,16.0,89.0,84.0,22.0,167.0,,160.0,1352,391.0
486,2017-05-01,188.0,110.0,165.0,155.0,16.0,78.0,66.0,16.0,79.0,,140.0,635,184.0
487,2017-05-02,449.0,245.0,280.0,399.0,15.0,96.0,196.0,59.0,185.0,,394.0,1158,475.0
488,2017-05-03,630.0,239.0,214.0,428.0,37.0,94.0,290.0,33.0,115.0,5.0,195.0,1141,457.0
489,2017-05-04,412.0,95.0,191.0,407.0,29.0,98.0,77.0,119.0,90.0,,237.0,708,331.0
490,2017-05-05,279.0,125.0,154.0,228.0,4.0,38.0,139.0,33.0,63.0,5.0,101.0,634,337.0
491,2017-05-06,210.0,189.0,115.0,257.0,,142.0,130.0,19.0,101.0,,221.0,925,252.0
492,2017-05-07,31.0,23.0,38.0,80.0,,10.0,78.0,36.0,26.0,3.0,25.0,411,66.0
493,2017-05-08,6.0,44.0,168.0,520.0,,45.0,28.0,,16.0,,33.0,472,154.0
494,2017-05-09,79.0,35.0,25.0,182.0,9.0,30.0,22.0,34.0,39.0,,87.0,512,105.0
495,2017-05-10,61.0,54.0,58.0,84.0,2.0,34.0,21.0,31.0,20.0,,118.0,951,138.0
496,2017-05-11,30.0,118.0,44.0,26.0,,101.0,19.0,6.0,14.0,,44.0,556,203.0
497,2017-05-12,290.0,169.0,187.0,494.0,28.0,160.0,174.0,21.0,120.0,,384.0,1687,305.0
498,2017-05-13,503.0,135.0,163.0,190.0,33.0,120.0,198.0,39.0,75.0,5.0,361.0,1161,572.0
499,2017-05-14,35.0,138.0,2.0,72.0,35.0,16.0,28.0,3.0,,,23.0,267,156.0
500,2017-05-15,13.0,51.0,27.0,95.0,,15.0,,,17.0,,28.0,230,54.0
501,2017-05-17,48.0,52.0,28.0,55.0,,8.0,7.0,80.0,19.0,,70.0,239,88.0
502,2017-05-18,41.0,6.0,29.0,36.0,,7.0,20.0,,10.0,,30.0,357,34.0
503,2017-05-19,155.0,183.0,87.0,162.0,,32.0,97.0,4.0,68.0,,126.0,910,185.0
504,2017-05-20,275.0,141.0,47.0,229.0,,41.0,30.0,32.0,140.0,,202.0,529,292.0
505,2017-05-21,2.0,62.0,8.0,80.0,15.0,2.0,31.0,15.0,29.0,,24.0,461,51.0
506,2017-05-22,3.0,,10.0,16.0,,,9.0,,,,6.0,45,50.0
507,2017-05-23,12.0,2.0,,12.0,,11.0,,,,,3.0,78,
508,2017-05-24,7.0,61.0,21.0,28.0,15.0,,,3.0,23.0,,,188,2.0
509,2017-05-26,131.0,109.0,163.0,33.0,,25.0,3.0,34.0,32.0,10.0,137.0,451,90.0
510,2017-05-27,51.0,54.0,197.0,217.0,12.0,91.0,52.0,11.0,69.0,,81.0,545,244.0
511,2017-05-28,90.0,48.0,25.0,70.0,8.0,,,,33.0,,63.0,89,36.0
512,2017-05-30,4.0,,,4.0,,4.0,20.0,,,,,29,
513,2017-05-31,30.0,32.0,20.0,69.0,,,,30.0,,,,127,29.0
514,2017-05-16,,35.0,158.0,19.0,,,8.0,20.0,9.0,,49.0,412,73.0
515,2017-05-25,,,27.0,9.0,,,,2.0,2.0,,,170,3.0
516,2017-05-29,,,,,,,,,4.0,,,81,14.0
